Year,Region and country of birth,Total Permanent Residents,Percentage,State,Population Count
2013,Mexico,135028,13.63,Maryland,379
2013,Pakistan,13251,1.34,Maryland,559
2013,Philippines,54446,5.5,Maryland,1193
2013,United Kingdom,12984,1.31,Maryland,284
2014,Total,1016518,100.0,Maryland,24787
2014,"China, People's Republic",76089,7.49,Maryland,1506
2014,Dominican Republic,44577,4.39,Maryland,378
2014,India,77908,7.66,Maryland,1717
2014,Iran,11615,1.14,Maryland,417
2014,Mexico,134052,13.19,Maryland,408
2014,Pakistan,18612,1.83,Maryland,813
2014,Philippines,49996,4.92,Maryland,1014
2014,United Kingdom,12225,1.2,Maryland,226
2015,Total,1051031,100.0,Maryland,22627
2015,"China, People's Republic",74558,7.09,Maryland,1318
2015,Dominican Republic,50610,4.82,Maryland,465
2015,India,64116,6.1,Maryland,1391
2015,Iran,13114,1.25,Maryland,435
2015,Mexico,158619,15.09,Maryland,423
2015,Pakistan,18057,1.72,Maryland,710
2015,Philippines,56478,5.37,Maryland,1120
2015,United Kingdom,12592,1.2,Maryland,210
2016,Total,1183505,100.0,Maryland,26077
2016,"China, People's Republic",81772,6.91,Maryland,1697
2016,Dominican Republic,61161,5.17,Maryland,579
2016,India,64687,5.47,Maryland,1353
2016,Iran,13298,1.12,Maryland,383
2016,Mexico,174534,14.75,Maryland,469
2016,Pakistan,19313,1.63,Maryland,817
2016,Philippines,53287,4.5,Maryland,1009
2016,United Kingdom,12673,1.07,Maryland,239
2017,Total,1127167,100.0,Maryland,25095
2017,"China, People's Republic",71565,6.35,Maryland,1408
2017,Dominican Republic,58520,5.19,Maryland,468
2017,India,60394,5.36,Maryland,1291
2017,Iran,13791,1.22,Maryland,401
2017,Mexico,170581,15.13,Maryland,469
2017,Pakistan,17408,1.54,Maryland,698
2017,Philippines,49147,4.36,Maryland,1061
2017,United Kingdom,10948,0.97,Maryland,189
2018,Total,1096611,100.0,Maryland,24301
2018,"China, People's Republic",65214,5.95,Maryland,1296
2018,Dominican Republic,57413,5.24,Maryland,480
2018,India,59821,5.46,Maryland,1347
2018,Iran,10116,0.92,Maryland,275
2018,Mexico,161858,14.76,Maryland,517
2018,Pakistan,15802,1.44,Maryland,604
2018,Philippines,47258,4.31,Maryland,1058
2018,United Kingdom,9908,0.9,Maryland,159
2019,Total,1031765,100.0,Maryland,22304
2019,"China, People's Republic",62248,6.03,Maryland,1137
2019,Dominican Republic,49911,4.84,Maryland,462
2019,India,54495,5.28,Maryland,1133
2019,Iran,6640,0.64,Maryland,181
2019,Mexico,156052,15.12,Maryland,467
2019,Pakistan,13921,1.35,Maryland,561
2019,Philippines,45920,4.45,Maryland,851
2019,United Kingdom,11337,1.1,Maryland,210
2020,Total,707362,100.0,Maryland,16049
2020,"China, People's Republic",41483,5.86,Maryland,698
2020,Dominican Republic,30005,4.24,Maryland,280
2020,India,46363,6.55,Maryland,847
2020,Iran,8805,1.24,Maryland,271
2020,Mexico,100325,14.18,Maryland,330
2020,Pakistan,10474,1.48,Maryland,410
2020,Philippines,25491,3.6,Maryland,495
2020,United Kingdom,9655,1.36,Maryland,170
2021,Total,740002,100.0,Maryland,17284
2021,"China, People's Republic",49847,6.74,Maryland,843
2021,Dominican Republic,24553,3.32,Maryland,275
2021,India,93450,12.63,Maryland,1971
2021,Iran,5734,0.77,Maryland,185
2021,Mexico,107230,14.49,Maryland,367
2021,Pakistan,9691,1.31,Maryland,370
2021,Philippines,27511,3.72,Maryland,494
2021,United Kingdom,9229,1.25,Maryland,176
2005,Total,1122373,100.0,Massachusetts,34236
2005,"China, People's Republic",69967,6.23,Massachusetts,3000
2005,Dominican Republic,27504,2.45,Massachusetts,1946
2005,India,84681,7.54,Massachusetts,3100
2005,Iran,13887,1.24,Massachusetts,150
2005,Mexico,161445,14.38,Massachusetts,268
2005,Pakistan,14926,1.33,Massachusetts,225
2005,Philippines,60748,5.41,Massachusetts,418
2005,United Kingdom,19800,1.76,Massachusetts,767
2006,Total,1266264,100.0,Massachusetts,35560
2006,"China, People's Republic",87345,6.9,Massachusetts,2768
2006,Dominican Republic,38069,3.01,Massachusetts,2751
2006,India,61369,4.85,Massachusetts,1520
2006,Iran,13947,1.1,Massachusetts,174
2006,Mexico,173753,13.72,Massachusetts,254
2006,Pakistan,17418,1.38,Massachusetts,293
2006,Philippines,74607,5.89,Massachusetts,574
2006,United Kingdom,17207,1.36,Massachusetts,633
2007,Total,1052415,100.0,Massachusetts,30555
2007,"China, People's Republic",76655,7.28,Massachusetts,2696
2007,Dominican Republic,28024,2.66,Massachusetts,2056
2007,India,65353,6.21,Massachusetts,1681
2007,Iran,10460,0.99,Massachusetts,152
2007,Mexico,148640,14.12,Massachusetts,235
2007,Pakistan,13492,1.28,Massachusetts,238
2007,Philippines,72596,6.9,Massachusetts,408
2007,United Kingdom,14545,1.38,Massachusetts,503
2008,Total,1107126,100.0,Massachusetts,30369
2008,"China, People's Republic",80271,7.25,Massachusetts,2771
2008,Dominican Republic,31879,2.88,Massachusetts,2434
2008,India,63352,5.72,Massachusetts,1787
2008,Iran,13852,1.25,Massachusetts,245
2008,Mexico,189989,17.16,Massachusetts,250
2008,Pakistan,19719,1.78,Massachusetts,354
2008,Philippines,54030,4.88,Massachusetts,334
2008,United Kingdom,14348,1.3,Massachusetts,449
2009,Total,1130818,100.0,Massachusetts,32607
2009,"China, People's Republic",64238,5.68,Massachusetts,2202
2009,Dominican Republic,49414,4.37,Massachusetts,4048
2009,India,57304,5.07,Massachusetts,1666
2009,Iran,18553,1.64,Massachusetts,208
2009,Mexico,164920,14.58,Massachusetts,226
2009,Pakistan,21555,1.91,Massachusetts,397
2009,Philippines,60029,5.31,Massachusetts,362
2009,United Kingdom,15748,1.39,Massachusetts,559
2010,Total,1042625,100.0,Massachusetts,31069
2010,"China, People's Republic",70863,6.8,Massachusetts,2631
2010,Dominican Republic,53870,5.17,Massachusetts,4149
2010,India,69162,6.63,Massachusetts,2067
2010,Iran,14182,1.36,Massachusetts,223
2010,Mexico,139120,13.34,Massachusetts,230
2010,Pakistan,18258,1.75,Massachusetts,358
2010,Philippines,58173,5.58,Massachusetts,327
2010,United Kingdom,12792,1.23,Massachusetts,388
2011,Total,1062040,100.0,Massachusetts,32236
2011,"China, People's Republic",87016,8.19,Massachusetts,2959
2011,Dominican Republic,46109,4.34,Massachusetts,3889
2011,India,69013,6.5,Massachusetts,2139
2011,Iran,14822,1.4,Massachusetts,199
2011,Mexico,143446,13.51,Massachusetts,202
2011,Pakistan,15546,1.46,Massachusetts,317
2011,Philippines,57011,5.37,Massachusetts,335
2011,United Kingdom,11572,1.09,Massachusetts,478
2012,Total,1031631,100.0,Massachusetts,31392
2012,"China, People's Republic",81784,7.93,Massachusetts,3064
2012,Dominican Republic,41566,4.03,Massachusetts,3502
2012,India,66434,6.44,Massachusetts,1966
2012,Iran,12916,1.25,Massachusetts,231
2012,Mexico,146406,14.19,Massachusetts,254
2012,Pakistan,14740,1.43,Massachusetts,311
2012,Philippines,57327,5.56,Massachusetts,311
2012,United Kingdom,12014,1.16,Massachusetts,409
2013,Total,990553,100.0,Massachusetts,29482
2013,"China, People's Republic",71798,7.25,Massachusetts,2414
2013,Dominican Republic,41311,4.17,Massachusetts,3252
2013,India,68458,6.91,Massachusetts,1916
2013,Iran,12863,1.3,Massachusetts,267
2013,Mexico,135028,13.63,Massachusetts,243
2013,Pakistan,13251,1.34,Massachusetts,247
2013,Philippines,54446,5.5,Massachusetts,338
2013,United Kingdom,12984,1.31,Massachusetts,533
2014,Total,1016518,100.0,Massachusetts,29776
2014,"China, People's Republic",76089,7.49,Massachusetts,2554
2014,Dominican Republic,44577,4.39,Massachusetts,3740
2014,India,77908,7.66,Massachusetts,2348
2014,Iran,11615,1.14,Massachusetts,226
2014,Mexico,134052,13.19,Massachusetts,236
2014,Pakistan,18612,1.83,Massachusetts,339
2014,Philippines,49996,4.92,Massachusetts,270
2014,United Kingdom,12225,1.2,Massachusetts,456
2015,Total,1051031,100.0,Massachusetts,28535
2015,"China, People's Republic",74558,7.09,Massachusetts,2388
2015,Dominican Republic,50610,4.82,Massachusetts,4036
2015,India,64116,6.1,Massachusetts,1694
2015,Iran,13114,1.25,Massachusetts,254
2015,Mexico,158619,15.09,Massachusetts,248
2015,Pakistan,18057,1.72,Massachusetts,353
2015,Philippines,56478,5.37,Massachusetts,328
2015,United Kingdom,12592,1.2,Massachusetts,425
2016,Total,1183505,100.0,Massachusetts,35706
2016,"China, People's Republic",81772,6.91,Massachusetts,2715
2016,Dominican Republic,61161,5.17,Massachusetts,5284
2016,India,64687,5.47,Massachusetts,1819
2016,Iran,13298,1.12,Massachusetts,307
2016,Mexico,174534,14.75,Massachusetts,329
2016,Pakistan,19313,1.63,Massachusetts,370
2016,Philippines,53287,4.5,Massachusetts,317
2016,United Kingdom,12673,1.07,Massachusetts,509
2017,Total,1127167,100.0,Massachusetts,37010
2017,"China, People's Republic",71565,6.35,Massachusetts,2478
2017,Dominican Republic,58520,5.19,Massachusetts,5731
2017,India,60394,5.36,Massachusetts,1813
2017,Iran,13791,1.22,Massachusetts,357
2017,Mexico,170581,15.13,Massachusetts,309
2017,Pakistan,17408,1.54,Massachusetts,355
2017,Philippines,49147,4.36,Massachusetts,344
2017,United Kingdom,10948,0.97,Massachusetts,446
2018,Total,1096611,100.0,Massachusetts,33174
2018,"China, People's Republic",65214,5.95,Massachusetts,2212
2018,Dominican Republic,57413,5.24,Massachusetts,5234
2018,India,59821,5.46,Massachusetts,1606
2018,Iran,10116,0.92,Massachusetts,257
2018,Mexico,161858,14.76,Massachusetts,292
2018,Pakistan,15802,1.44,Massachusetts,323
2018,Philippines,47258,4.31,Massachusetts,284
2018,United Kingdom,9908,0.9,Massachusetts,308
2019,Total,1031765,100.0,Massachusetts,30834
2019,"China, People's Republic",62248,6.03,Massachusetts,2121
2019,Dominican Republic,49911,4.84,Massachusetts,4592
2019,India,54495,5.28,Massachusetts,1252
2019,Iran,6640,0.64,Massachusetts,192
2019,Mexico,156052,15.12,Massachusetts,255
2019,Pakistan,13921,1.35,Massachusetts,235
2019,Philippines,45920,4.45,Massachusetts,305
2019,United Kingdom,11337,1.1,Massachusetts,359
2020,Total,707362,100.0,Massachusetts,22107
2020,"China, People's Republic",41483,5.86,Massachusetts,1516
2020,Dominican Republic,30005,4.24,Massachusetts,2763
2020,India,46363,6.55,Massachusetts,1191
2020,Iran,8805,1.24,Massachusetts,274
2020,Mexico,100325,14.18,Massachusetts,247
2020,Pakistan,10474,1.48,Massachusetts,208
2020,Philippines,25491,3.6,Massachusetts,209
2020,United Kingdom,9655,1.36,Massachusetts,339
2021,Total,740002,100.0,Massachusetts,22431
2021,"China, People's Republic",49847,6.74,Massachusetts,2059
2021,Dominican Republic,24553,3.32,Massachusetts,1986
2021,India,93450,12.63,Massachusetts,3147
2021,Iran,5734,0.77,Massachusetts,189
2021,Mexico,107230,14.49,Massachusetts,258
2021,Pakistan,9691,1.31,Massachusetts,229
2021,Philippines,27511,3.72,Massachusetts,192
2021,United Kingdom,9229,1.25,Massachusetts,308
2005,Total,1122373,100.0,Michigan,23597
2005,"China, People's Republic",69967,6.23,Michigan,1293
2005,Dominican Republic,27504,2.45,Michigan,91
2005,India,84681,7.54,Michigan,3595
2005,Iran,13887,1.24,Michigan,127
2005,Mexico,161445,14.38,Michigan,1189
2005,Pakistan,14926,1.33,Michigan,400
2005,Philippines,60748,5.41,Michigan,575
2005,United Kingdom,19800,1.76,Michigan,699
2006,Total,1266264,100.0,Michigan,20911
2006,"China, People's Republic",87345,6.9,Michigan,1103
2006,Dominican Republic,38069,3.01,Michigan,92
2006,India,61369,4.85,Michigan,1526
2006,Iran,13947,1.1,Michigan,108
2006,Mexico,173753,13.72,Michigan,1354
2006,Pakistan,17418,1.38,Michigan,407
2006,Philippines,74607,5.89,Michigan,751
2006,United Kingdom,17207,1.36,Michigan,350
2007,Total,1052415,100.0,Michigan,18727
2007,"China, People's Republic",76655,7.28,Michigan,1112
2007,Dominican Republic,28024,2.66,Michigan,92
2007,India,65353,6.21,Michigan,2173
2007,Iran,10460,0.99,Michigan,109
2007,Mexico,148640,14.12,Michigan,1032
2007,Pakistan,13492,1.28,Michigan,361
2007,Philippines,72596,6.9,Michigan,860
2007,United Kingdom,14545,1.38,Michigan,318
2008,Total,1107126,100.0,Michigan,17947
2008,"China, People's Republic",80271,7.25,Michigan,1047
2008,Dominican Republic,31879,2.88,Michigan,110
2008,India,63352,5.72,Michigan,1741
2008,Iran,13852,1.25,Michigan,148
2008,Mexico,189989,17.16,Michigan,1391
2008,Pakistan,19719,1.78,Michigan,487
2008,Philippines,54030,4.88,Michigan,567
2008,United Kingdom,14348,1.3,Michigan,326
2009,Total,1130818,100.0,Michigan,18919
2009,"China, People's Republic",64238,5.68,Michigan,711
2009,Dominican Republic,49414,4.37,Michigan,138
2009,India,57304,5.07,Michigan,1294
2009,Iran,18553,1.64,Michigan,105
2009,Mexico,164920,14.58,Michigan,1168
2009,Pakistan,21555,1.91,Michigan,573
2009,Philippines,60029,5.31,Michigan,586
2009,United Kingdom,15748,1.39,Michigan,314
2010,Total,1042625,100.0,Michigan,18579
2010,"China, People's Republic",70863,6.8,Michigan,1040
2010,Dominican Republic,53870,5.17,Michigan,122
2010,India,69162,6.63,Michigan,1697
2010,Iran,14182,1.36,Michigan,139
2010,Mexico,139120,13.34,Michigan,924
2010,Pakistan,18258,1.75,Michigan,367
2010,Philippines,58173,5.58,Michigan,475
2010,United Kingdom,12792,1.23,Michigan,280
2011,Total,1062040,100.0,Michigan,18347
2011,"China, People's Republic",87016,8.19,Michigan,1010
2011,Dominican Republic,46109,4.34,Michigan,95
2011,India,69013,6.5,Michigan,1602
2011,Iran,14822,1.4,Michigan,135
2011,Mexico,143446,13.51,Michigan,1113
2011,Pakistan,15546,1.46,Michigan,339
2011,Philippines,57011,5.37,Michigan,524
2011,United Kingdom,11572,1.09,Michigan,298
2012,Total,1031631,100.0,Michigan,17494
2012,"China, People's Republic",81784,7.93,Michigan,952
2012,Dominican Republic,41566,4.03,Michigan,107
2012,India,66434,6.44,Michigan,1653
2012,Iran,12916,1.25,Michigan,123
2012,Mexico,146406,14.19,Michigan,1175
2012,Pakistan,14740,1.43,Michigan,333
2012,Philippines,57327,5.56,Michigan,505
2012,United Kingdom,12014,1.16,Michigan,264
2013,Total,990553,100.0,Michigan,16952
2013,"China, People's Republic",71798,7.25,Michigan,846
2013,Dominican Republic,41311,4.17,Michigan,100
2013,India,68458,6.91,Michigan,1904
2013,Iran,12863,1.3,Michigan,130
2013,Mexico,135028,13.63,Michigan,1092
2013,Pakistan,13251,1.34,Michigan,347
2013,Philippines,54446,5.5,Michigan,523
2013,United Kingdom,12984,1.31,Michigan,248
2014,Total,1016518,100.0,Michigan,18185
2014,"China, People's Republic",76089,7.49,Michigan,782
2014,Dominican Republic,44577,4.39,Michigan,114
2014,India,77908,7.66,Michigan,1784
2014,Iran,11615,1.14,Michigan,94
2014,Mexico,134052,13.19,Michigan,1016
2014,Pakistan,18612,1.83,Michigan,444
2014,Philippines,49996,4.92,Michigan,462
2014,United Kingdom,12225,1.2,Michigan,197
2015,Total,1051031,100.0,Michigan,18049
2015,"China, People's Republic",74558,7.09,Michigan,738
2015,Dominican Republic,50610,4.82,Michigan,146
2015,India,64116,6.1,Michigan,1653
2015,Iran,13114,1.25,Michigan,143
2015,Mexico,158619,15.09,Michigan,1305
2015,Pakistan,18057,1.72,Michigan,369
2015,Philippines,56478,5.37,Michigan,519
2015,United Kingdom,12592,1.2,Michigan,239
2016,Total,1183505,100.0,Michigan,22569
2016,"China, People's Republic",81772,6.91,Michigan,921
2016,Dominican Republic,61161,5.17,Michigan,179
2016,India,64687,5.47,Michigan,1487
2016,Iran,13298,1.12,Michigan,138
2016,Mexico,174534,14.75,Michigan,1410
2016,Pakistan,19313,1.63,Michigan,428
2016,Philippines,53287,4.5,Michigan,549
2016,United Kingdom,12673,1.07,Michigan,215
2017,Total,1127167,100.0,Michigan,18927
2017,"China, People's Republic",71565,6.35,Michigan,758
2017,Dominican Republic,58520,5.19,Michigan,193
2017,India,60394,5.36,Michigan,1391
2017,Iran,13791,1.22,Michigan,157
2017,Mexico,170581,15.13,Michigan,1546
2017,Pakistan,17408,1.54,Michigan,429
2017,Philippines,49147,4.36,Michigan,541
2017,United Kingdom,10948,0.97,Michigan,181
2018,Total,1096611,100.0,Michigan,19850
2018,"China, People's Republic",65214,5.95,Michigan,707
2018,Dominican Republic,57413,5.24,Michigan,165
2018,India,59821,5.46,Michigan,1484
2018,Iran,10116,0.92,Michigan,225
2018,Mexico,161858,14.76,Michigan,1668
2018,Pakistan,15802,1.44,Michigan,348
2018,Philippines,47258,4.31,Michigan,466
2018,United Kingdom,9908,0.9,Michigan,185
2019,Total,1031765,100.0,Michigan,17414
2019,"China, People's Republic",62248,6.03,Michigan,763
2019,Dominican Republic,49911,4.84,Michigan,126
2019,India,54495,5.28,Michigan,1255
2019,Iran,6640,0.64,Michigan,183
2019,Mexico,156052,15.12,Michigan,1470
2019,Pakistan,13921,1.35,Michigan,309
2019,Philippines,45920,4.45,Michigan,481
2019,United Kingdom,11337,1.1,Michigan,187
2020,Total,707362,100.0,Michigan,13953
2020,"China, People's Republic",41483,5.86,Michigan,558
2020,Dominican Republic,30005,4.24,Michigan,88
2020,India,46363,6.55,Michigan,1041
2020,Iran,8805,1.24,Michigan,199
2020,Mexico,100325,14.18,Michigan,1263
2020,Pakistan,10474,1.48,Michigan,285
2020,Philippines,25491,3.6,Michigan,290
2020,United Kingdom,9655,1.36,Michigan,145
2021,Total,740002,100.0,Michigan,13929
2021,"China, People's Republic",49847,6.74,Michigan,743
2021,Dominican Republic,24553,3.32,Michigan,120
2021,India,93450,12.63,Michigan,2307
2021,Iran,5734,0.77,Michigan,149
2021,Mexico,107230,14.49,Michigan,1294
2021,Pakistan,9691,1.31,Michigan,245
2021,Philippines,27511,3.72,Michigan,353
2021,United Kingdom,9229,1.25,Michigan,167
2005,Total,1122373,100.0,Minnesota,15456
2005,"China, People's Republic",69967,6.23,Minnesota,675
2005,Dominican Republic,27504,2.45,Minnesota,12
2005,India,84681,7.54,Minnesota,830
2005,Iran,13887,1.24,Minnesota,75
2005,Mexico,161445,14.38,Minnesota,696
2005,Pakistan,14926,1.33,Minnesota,112
2005,Philippines,60748,5.41,Minnesota,399
2005,United Kingdom,19800,1.76,Minnesota,218
2006,Total,1266264,100.0,Minnesota,18254
2006,"China, People's Republic",87345,6.9,Minnesota,654
2006,Dominican Republic,38069,3.01,Minnesota,27
2006,India,61369,4.85,Minnesota,391
2006,Iran,13947,1.1,Minnesota,55
2006,Mexico,173753,13.72,Minnesota,746
2006,Pakistan,17418,1.38,Minnesota,83
2006,Philippines,74607,5.89,Minnesota,534
2006,United Kingdom,17207,1.36,Minnesota,127
2007,Total,1052415,100.0,Minnesota,13814
2007,"China, People's Republic",76655,7.28,Minnesota,585
2007,Dominican Republic,28024,2.66,Minnesota,14
2007,India,65353,6.21,Minnesota,573
2007,Iran,10460,0.99,Minnesota,65
2007,Mexico,148640,14.12,Minnesota,668
2007,Pakistan,13492,1.28,Minnesota,101
2007,Philippines,72596,6.9,Minnesota,564
2007,United Kingdom,14545,1.38,Minnesota,146
2008,Total,1107126,100.0,Minnesota,15832
2008,"China, People's Republic",80271,7.25,Minnesota,586
2008,Dominican Republic,31879,2.88,Minnesota,31
2008,India,63352,5.72,Minnesota,609
2008,Iran,13852,1.25,Minnesota,87
2008,Mexico,189989,17.16,Minnesota,857
2008,Pakistan,19719,1.78,Minnesota,151
2008,Philippines,54030,4.88,Minnesota,319
2008,United Kingdom,14348,1.3,Minnesota,125
2009,Total,1130818,100.0,Minnesota,18020
2009,"China, People's Republic",64238,5.68,Minnesota,524
2009,Dominican Republic,49414,4.37,Minnesota,77
2009,India,57304,5.07,Minnesota,596
2009,Iran,18553,1.64,Minnesota,99
2009,Mexico,164920,14.58,Minnesota,869
2009,Pakistan,21555,1.91,Minnesota,146
2009,Philippines,60029,5.31,Minnesota,383
2009,United Kingdom,15748,1.39,Minnesota,178
2010,Total,1042625,100.0,Minnesota,12408
2010,"China, People's Republic",70863,6.8,Minnesota,650
2010,Dominican Republic,53870,5.17,Minnesota,41
2010,India,69162,6.63,Minnesota,725
2010,Iran,14182,1.36,Minnesota,60
2010,Mexico,139120,13.34,Minnesota,652
2010,Pakistan,18258,1.75,Minnesota,126
2010,Philippines,58173,5.58,Minnesota,320
2010,United Kingdom,12792,1.23,Minnesota,100
2011,Total,1062040,100.0,Minnesota,12389
2011,"China, People's Republic",87016,8.19,Minnesota,578
2011,Dominican Republic,46109,4.34,Minnesota,27
2011,India,69013,6.5,Minnesota,767
2011,Iran,14822,1.4,Minnesota,71
2011,Mexico,143446,13.51,Minnesota,779
2011,Pakistan,15546,1.46,Minnesota,68
2011,Philippines,57011,5.37,Minnesota,284
2011,United Kingdom,11572,1.09,Minnesota,129
2012,Total,1031631,100.0,Minnesota,12999
2012,"China, People's Republic",81784,7.93,Minnesota,603
2012,Dominican Republic,41566,4.03,Minnesota,41
2012,India,66434,6.44,Minnesota,798
2012,Iran,12916,1.25,Minnesota,56
2012,Mexico,146406,14.19,Minnesota,800
2012,Pakistan,14740,1.43,Minnesota,87
2012,Philippines,57327,5.56,Minnesota,309
2012,United Kingdom,12014,1.16,Minnesota,109
2013,Total,990553,100.0,Minnesota,12781
2013,"China, People's Republic",71798,7.25,Minnesota,535
2013,Dominican Republic,41311,4.17,Minnesota,39
2013,India,68458,6.91,Minnesota,835
2013,Iran,12863,1.3,Minnesota,78
2013,Mexico,135028,13.63,Minnesota,889
2013,Pakistan,13251,1.34,Minnesota,147
2013,Philippines,54446,5.5,Minnesota,349
2013,United Kingdom,12984,1.31,Minnesota,140
2014,Total,1016518,100.0,Minnesota,13764
2014,"China, People's Republic",76089,7.49,Minnesota,513
2014,Dominican Republic,44577,4.39,Minnesota,26
2014,India,77908,7.66,Minnesota,1272
2014,Iran,11615,1.14,Minnesota,74
2014,Mexico,134052,13.19,Minnesota,981
2014,Pakistan,18612,1.83,Minnesota,150
2014,Philippines,49996,4.92,Minnesota,292
2014,United Kingdom,12225,1.2,Minnesota,120
2015,Total,1051031,100.0,Minnesota,14737
2015,"China, People's Republic",74558,7.09,Minnesota,540
2015,Dominican Republic,50610,4.82,Minnesota,45
2015,India,64116,6.1,Minnesota,891
